Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,3D_Bench,2D_Bench
GeForce GTX 650 Ti,GPU,2013-03-31,28,110,221,2540,928,TSMC,NVIDIA,2527,400
GeForce GTX 650 Ti,GPU,2012-10-09,28,110,221,2540,928,TSMC,NVIDIA,2527,400
GeForce GTX 650 Ti Boost,GPU,2013-03-26,28,134,221,2540,980,TSMC,NVIDIA,3330,452
GeForce GTX 660,GPU,2012-09-06,28,140,221,2540,980,TSMC,NVIDIA,4004,476
GeForce GTX 750 Ti,GPU,NaT,28,150,221,2540,1033,TSMC,NVIDIA,3919,498
FirePro V5900,GPU,2011-05-24,40,75,389,2640,600,TSMC,AMD,1271,352
FirePro V7900,GPU,2011-05-24,40,150,389,2640,725,TSMC,AMD,2310,324
Radeon HD 6950,GPU,2010-12-14,40,200,389,2640,800,TSMC,AMD,2650,421
Radeon HD 6970,GPU,2010-12-14,40,250,389,2640,880,TSMC,AMD,2863,430
Radeon HD 6970,GPU,NaT,40,375,389,2640,880,TSMC,AMD,2863,430
Radeon HD 6990,GPU,2011-03-08,40,375,389,2640,830,TSMC,AMD,3013,630
FirePro W5000,GPU,2012-08-07,28,75,212,2800,825,TSMC,AMD,3056,587
Radeon HD 7950 / R9 280,GPU,2012-04-24,28,75,212,2800,700,TSMC,AMD,4765,691
Radeon R9 M290X,GPU,2014-11-23,28,80,212,2800,850,TSMC,AMD,3375,453
Radeon HD 7970M,GPU,2012-04-24,28,100,212,2800,850,TSMC,AMD,3774,541
Radeon HD 8970M,GPU,2013-05-14,28,100,212,2800,850,TSMC,AMD,3876,807
Radeon R9 M290X,GPU,2014-01-09,28,100,212,2800,850,TSMC,AMD,3375,453
Radeon R7 370,GPU,2015-06-18,28,110,212,2800,925,TSMC,AMD,4479,595
Radeon R9 370,GPU,2015-05-05,28,110,212,2800,925,TSMC,AMD,4722,781
Radeon HD 7850,GPU,2012-03-05,28,130,212,2800,860,TSMC,AMD,3826,550
FirePro R5000,GPU,2013-02-25,28,150,212,2800,825,TSMC,AMD,2647,625
FirePro S7000,GPU,2012-08-27,28,150,212,2800,950,TSMC,AMD,4166,615
FirePro W7000,GPU,2012-06-13,28,150,212,2800,950,TSMC,AMD,4276,551
Radeon R9 270,GPU,2013-11-13,28,150,212,2800,900,TSMC,AMD,4306,567
Radeon R9 270,GPU,2015-03-13,28,150,212,2800,900,TSMC,AMD,4306,567
Radeon R9 370,GPU,2015-06-12,28,150,212,2800,925,TSMC,AMD,4722,781
Radeon Sky 500,GPU,2013-03-27,28,150,212,2800,950,TSMC,AMD,4736,551
Radeon HD 7870,GPU,2012-03-05,28,175,212,2800,1000,TSMC,AMD,4661,587
Radeon R9 270X,GPU,2013-10-08,28,180,212,2800,1000,TSMC,AMD,4923,607
Radeon R9 370,GPU,2015-08-27,28,180,212,2800,980,TSMC,AMD,4722,781
Quadro M2200,GPU,2017-01-11,28,55,228,2940,695,TSMC,NVIDIA,4342,385
GeForce GTX 950,GPU,2016-03-01,28,75,228,2940,1026,TSMC,NVIDIA,5392,641
Quadro M2000,GPU,2016-04-08,28,75,228,2940,796,TSMC,NVIDIA,3942,565
GeForce GTX 950,GPU,2015-08-20,28,90,228,2940,1024,TSMC,NVIDIA,5392,641
GeForce GTX 960,GPU,2015-01-22,28,120,228,2940,1127,TSMC,NVIDIA,6042,671
Radeon Pro 450,GPU,2016-10-30,14,35,123,3000,800,GF,AMD,2723,619
Radeon Pro 455,GPU,2016-10-30,14,35,123,3000,855,GF,AMD,3113,705
Radeon Pro 460,GPU,2016-10-30,14,35,123,3000,850,GF,AMD,3453,679
Radeon RX 560,GPU,2017-07-04,14,45,123,3000,1090,GF,AMD,3594,506
Radeon Pro WX 4100,GPU,2016-11-10,14,50,123,3000,1125,GF,AMD,3766,690
Radeon Pro WX 4130,GPU,2017-03-01,14,50,123,3000,1002,GF,AMD,1881,395
Radeon Pro WX 4150,GPU,2017-03-01,14,50,123,3000,1002,GF,AMD,1935,413
Radeon Pro WX 4170,GPU,2017-03-01,14,50,123,3000,1002,GF,AMD,1409,427
Radeon RX 550,GPU,2017-10-13,14,50,123,3000,1019,GF,AMD,2718,484
Radeon RX 460,GPU,2016-08-08,14,55,123,3000,1000,GF,AMD,4114,570
Radeon RX 560,GPU,2017-01-05,14,55,123,3000,1000,GF,AMD,3594,506
Radeon RX 560,GPU,2017-01-05,14,55,123,3000,784,GF,AMD,3594,506
Radeon RX 550,GPU,2017-10-13,14,60,123,3000,1019,GF,AMD,2718,484
Radeon RX 550X,GPU,2018-04-11,14,60,123,3000,1019,GF,AMD,2370,508
Radeon RX 560,GPU,2017-07-04,14,65,123,3000,1090,GF,AMD,3594,506
Radeon RX 560,GPU,2017-01-05,14,65,123,3000,1090,GF,AMD,3594,506
Radeon RX 560,GPU,2018-04-11,14,65,123,3000,1090,GF,AMD,3594,506
Radeon RX 560X,GPU,2018-04-11,14,65,123,3000,1275,GF,AMD,3181,487
Radeon RX 560X,GPU,2019-01-09,14,65,123,3000,1223,GF,AMD,3181,487
Radeon Pro 555,GPU,2018-07-16,14,75,123,3000,907,GF,AMD,3141,659
Radeon Pro 555,GPU,2017-06-05,14,75,123,3000,850,GF,AMD,3141,659
Radeon Pro 560,GPU,2017-04-18,14,75,123,3000,907,GF,AMD,3475,724
Radeon Pro 560X,GPU,2018-07-16,14,75,123,3000,1004,GF,AMD,3678,711
Radeon RX 460,GPU,2017-01-17,14,75,123,3000,1090,GF,AMD,4114,570
Radeon RX 460,GPU,2016-08-08,14,75,123,3000,1090,GF,AMD,4114,570
Radeon RX 560,GPU,2017-04-18,14,75,123,3000,1175,GF,AMD,3594,506
Radeon RX 560X,GPU,2018-04-11,14,75,123,3000,1175,GF,AMD,3181,487
Quadro 5010M,GPU,2011-02-22,40,100,520,3000,450,TSMC,NVIDIA,1891,366
GeForce GTX 560,GPU,2011-11-29,40,150,520,3000,552,TSMC,NVIDIA,2711,418
Quadro 7000,GPU,2012-05-02,40,204,520,3000,651,TSMC,NVIDIA,3505,397
GeForce GTX 560 Ti,GPU,2011-03-30,40,210,520,3000,732,TSMC,NVIDIA,3056,416
GeForce GTX 560 Ti,GPU,2011-11-29,40,210,520,3000,732,TSMC,NVIDIA,3056,416
GeForce GTX 570,GPU,2010-12-07,40,219,520,3000,732,TSMC,NVIDIA,3902,466
GeForce GTX 580,GPU,2010-11-09,40,244,520,3000,772,TSMC,NVIDIA,4538,456
Tesla C2075,GPU,2011-07-25,40,247,520,3000,574,TSMC,NVIDIA,3118,589
GeForce GTX 590,GPU,2011-03-24,40,365,520,3000,608,TSMC,NVIDIA,3307,470
GeForce GTX 480M,GPU,2010-05-25,40,100,529,3100,425,TSMC,NVIDIA,2051,536
Quadro 5000M,GPU,2010-07-27,40,100,529,3100,405,TSMC,NVIDIA,2060,426
Quadro 4000,GPU,2010-11-02,40,142,529,3100,475,TSMC,NVIDIA,1489,366
Quadro 4000,GPU,2011-06-12,40,142,529,3100,475,TSMC,NVIDIA,1489,366
Quadro 5000,GPU,2011-02-23,40,152,529,3100,513,TSMC,NVIDIA,1982,376
GeForce GTX 465,GPU,2010-05-31,40,200,529,3100,608,TSMC,NVIDIA,2681,454
Quadro 6000,GPU,2010-12-10,40,204,529,3100,574,TSMC,NVIDIA,2689,458
GeForce GTX 470,GPU,2010-03-26,40,215,529,3100,608,TSMC,NVIDIA,3147,381
GeForce GTX 470,GPU,NaT,,215,529,3100,608,TSMC,NVIDIA,3147,381
GeForce GTX 470,GPU,NaT,40,215,529,3100,608,TSMC,NVIDIA,3147,381
Tesla M2070-Q,GPU,2011-07-25,40,225,529,3100,574,TSMC,NVIDIA,1306,444
Tesla M2070-Q,GPU,2011-07-25,40,225,529,3100,574,TSMC,NVIDIA,1306,444
Quadro 6000,GPU,2011-07-25,40,231,529,3100,574,TSMC,NVIDIA,2689,458
Tesla C2050,GPU,2011-07-25,40,238,529,3100,574,TSMC,NVIDIA,3515,493
Tesla C2070,GPU,2011-07-25,40,238,529,3100,574,TSMC,NVIDIA,3101,494
GeForce GTX 480,GPU,2010-03-26,40,250,529,3100,701,TSMC,NVIDIA,4110,447
GeForce GTX 480,GPU,NaT,40,365,529,3100,608,TSMC,NVIDIA,4110,447
GeForce GTX 480,GPU,NaT,40,375,529,3100,527,TSMC,NVIDIA,4110,447
GeForce MX350,GPU,2020-02-10,14,20,132,3300,747,Samsung,NVIDIA,2855,243
GeForce MX350,GPU,2020-02-10,14,20,132,3300,1354,Samsung,NVIDIA,2855,243
GeForce MX150,GPU,2019-02-23,14,25,132,3300,1469,Samsung,NVIDIA,2310,218
Quadro P600,GPU,2017-02-07,14,25,132,3300,1430,Samsung,NVIDIA,3324,482
Quadro P400,GPU,2017-02-07,14,30,132,3300,1228,Samsung,NVIDIA,1614,427
Quadro P1000,GPU,2017-02-07,14,40,132,3300,1303,Samsung,NVIDIA,4466,659
Quadro P600,GPU,2017-02-07,14,40,132,3300,1329,Samsung,NVIDIA,3324,482
Quadro P620,GPU,2018-02-01,14,40,132,3300,1177,Samsung,NVIDIA,3640,575
Quadro P620,GPU,2018-02-01,14,40,132,3300,1266,Samsung,NVIDIA,3640,575
Quadro P1000,GPU,2017-02-07,14,47,132,3300,1266,Samsung,NVIDIA,4466,659
Quadro P1000,GPU,2017-02-07,14,47,132,3300,1354,Samsung,NVIDIA,4466,659
Quadro P2000,GPU,2017-02-06,14,50,132,3300,1557,Samsung,NVIDIA,7096,692
GeForce GTX 1050,GPU,2016-10-25,14,75,132,3300,1354,Samsung,NVIDIA,5090,475
GeForce GTX 1050,GPU,2019-02-01,14,75,132,3300,1366,Samsung,NVIDIA,5090,475
GeForce GTX 1050 Ti,GPU,2016-10-25,14,75,132,3300,1291,Samsung,NVIDIA,6314,651
GeForce GTX 1050 Ti (Mobile),GPU,2017-01-03,14,75,132,3300,1354,Samsung,NVIDIA,5919,323
GeForce GTX 1050 Ti (Mobile),GPU,2017-01-03,14,75,132,3300,1493,Samsung,NVIDIA,5919,323
GeForce GTX 1050 Ti with Max-Q Design,GPU,2018-01-03,14,75,132,3300,1000,Samsung,NVIDIA,5372,362
GeForce GTX 1050 Ti with Max-Q Design,GPU,2018-01-03,14,75,132,3300,1152,Samsung,NVIDIA,5372,362
GeForce GTX 1050 with Max-Q Design,GPU,2018-05-21,14,75,132,3300,1392,Samsung,NVIDIA,3785,297
GeForce GTX 670MX,GPU,2012-10-01,28,75,294,3540,601,TSMC,NVIDIA,1906,335
GeForce GTX 860M,GPU,2014-03-10,28,75,294,3540,797,TSMC,NVIDIA,3045,226
Quadro K3000M,GPU,2012-06-01,28,75,294,3540,654,TSMC,NVIDIA,1626,360
Quadro K3100M,GPU,2013-07-23,28,75,294,3540,706,TSMC,NVIDIA,2263,327
GeForce GTX 675MX,GPU,2013-04-01,28,100,294,3540,719,TSMC,NVIDIA,2338,377
GeForce GTX 675MX,GPU,2012-10-01,28,100,294,3540,654,TSMC,NVIDIA,2338,377
GeForce GTX 680M,GPU,2012-06-04,28,100,294,3540,719,TSMC,NVIDIA,3077,348
GeForce GTX 775M,GPU,2013-11-08,28,100,294,3540,797,TSMC,NVIDIA,4208,696
GeForce GTX 870M,GPU,2014-03-12,28,100,294,3540,941,TSMC,NVIDIA,3380,293
Quadro K4000M,GPU,2012-06-01,28,100,294,3540,601,TSMC,NVIDIA,1949,351
Quadro K4100M,GPU,2013-07-23,28,100,294,3540,706,TSMC,NVIDIA,2756,352
Quadro K5000M,GPU,2012-08-07,28,100,294,3540,601,TSMC,NVIDIA,2754,363
Quadro K5100M,GPU,2013-07-23,28,100,294,3540,771,TSMC,NVIDIA,3266,418
Quadro K4200,GPU,2014-07-22,28,108,294,3540,771,TSMC,NVIDIA,4337,502
GeForce GTX 680MX,GPU,2012-10-23,28,122,294,3540,719,TSMC,NVIDIA,4271,730
GeForce GTX 780M,GPU,2013-05-11,28,122,294,3540,771,TSMC,NVIDIA,3755,386
GeForce GTX 780M,GPU,2013-11-08,28,122,294,3540,771,TSMC,NVIDIA,3755,386
GeForce GTX 880M,GPU,2014-03-12,28,122,294,3540,954,TSMC,NVIDIA,3876,347
Quadro K5000,GPU,2012-08-17,28,122,294,3540,706,TSMC,NVIDIA,3901,435
Quadro K5000,GPU,2013-01-25,28,122,294,3540,706,TSMC,NVIDIA,3901,435
Quadro K5000,GPU,2012-08-07,28,122,294,3540,706,TSMC,NVIDIA,3901,435
GeForce GTX 660,GPU,2012-08-22,28,130,294,3540,823,TSMC,NVIDIA,4004,476
GeForce GTX 760,GPU,2013-06-27,28,130,294,3540,823,TSMC,NVIDIA,4775,523
GeForce GTX 760,GPU,2013-08-25,28,130,294,3540,823,TSMC,NVIDIA,4775,523
GeForce GTX 660,GPU,2014-09-13,28,140,294,3540,980,TSMC,NVIDIA,4004,476
GeForce GTX 660 Ti,GPU,2012-08-16,28,150,294,3540,915,TSMC,NVIDIA,4367,449
GeForce GTX 670,GPU,2012-05-10,28,170,294,3540,915,TSMC,NVIDIA,5304,523
GeForce GTX 760,GPU,2013-06-25,28,170,294,3540,980,TSMC,NVIDIA,4775,523
GeForce GTX 760,GPU,2016-11-06,28,170,294,3540,993,TSMC,NVIDIA,4775,523
GeForce GTX 760 Ti,GPU,2013-09-27,28,170,294,3540,915,TSMC,NVIDIA,5206,555
GeForce GTX 760 Ti,GPU,2013-08-25,28,170,294,3540,915,TSMC,NVIDIA,5206,555
GeForce GTX 680,GPU,2013-04-03,28,195,294,3540,1006,TSMC,NVIDIA,5535,528
GeForce GTX 680,GPU,2012-03-22,28,195,294,3540,1006,TSMC,NVIDIA,5535,528
GRID K2,GPU,2013-05-11,28,225,294,3540,745,TSMC,NVIDIA,2737,319
GRID K220Q,GPU,2014-07-02,28,225,294,3540,745,TSMC,NVIDIA,912,539
GRID K240Q,GPU,2013-06-28,28,225,294,3540,745,TSMC,NVIDIA,2541,212
GRID K260Q,GPU,2013-06-28,28,225,294,3540,745,TSMC,NVIDIA,2949,361
GRID K280Q,GPU,2013-06-28,28,225,294,3540,745,TSMC,NVIDIA,2840,371
GRID K520,GPU,2014-07-02,28,225,294,3540,745,TSMC,NVIDIA,3399,174
GRID K520,GPU,2013-07-23,28,225,294,3540,745,TSMC,NVIDIA,3399,174
GeForce GTX 770,GPU,2013-05-30,28,230,294,3540,1046,TSMC,NVIDIA,5892,551
GeForce GTX 760,GPU,2013-11-19,28,250,294,3540,1006,TSMC,NVIDIA,4775,523
GeForce GTX 690,GPU,2012-05-03,28,300,294,3540,915,TSMC,NVIDIA,5654,458
GeForce 7950 GT,GPU,2012-01-31,28,85,352,4313,800,TSMC,AMD,344,189
Radeon HD 7870 XT,GPU,2012-11-19,28,185,352,4313,925,TSMC,AMD,4470,661
Radeon HD 7950 / R9 280,GPU,2012-01-31,28,200,352,4313,800,TSMC,AMD,4765,691
Radeon HD 7950 / R9 280,GPU,2012-06-22,28,200,352,4313,850,TSMC,AMD,4765,691
Radeon R9 280,GPU,2014-03-04,28,200,352,4313,827,TSMC,AMD,5668,679
FirePro S9000,GPU,2012-08-24,28,225,352,4313,900,TSMC,AMD,5059,561
FirePro S9050,GPU,2014-08-07,28,225,352,4313,900,TSMC,AMD,4901,369
FirePro W8000,GPU,2012-06-14,28,225,352,4313,900,TSMC,AMD,4138,570
Radeon R9 280X,GPU,2013-10-08,28,250,352,4313,850,TSMC,AMD,6284,692
FirePro W9000,GPU,2012-06-14,28,274,352,4313,975,TSMC,AMD,6138,720
Radeon HD 7970M,GPU,2012-06-22,28,300,352,4313,1000,TSMC,AMD,3774,541
FirePro S10000,GPU,2014-03-01,28,375,352,4313,825,TSMC,AMD,5315,493
FirePro S10000,GPU,2012-11-12,28,375,352,4313,825,TSMC,AMD,5315,493
FirePro S10000,GPU,2012-11-12,28,375,352,4313,825,TSMC,AMD,5315,493
Radeon HD 7990,GPU,2013-04-24,28,375,365,4313,950,TSMC,AMD,5566,766
Radeon HD 8990,GPU,2013-04-24,28,375,365,4313,950,TSMC,AMD,5214,658
Radeon R9 280X,GPU,NaT,28,375,352,4313,950,TSMC,AMD,6284,692
Radeon HD 7970M,GPU,2012-08-31,28,500,352,4313,925,TSMC,AMD,3774,541
GeForce GTX 1050 Ti,GPU,2017-02-01,16,75,200,4400,1493,TSMC,NVIDIA,6314,651
P106-090,GPU,2017-07-31,16,75,200,4400,1354,TSMC,NVIDIA,2402,104
Quadro P2000,GPU,2017-02-06,16,75,200,4400,1076,TSMC,NVIDIA,7096,692
Quadro P2000 with Max-Q Design,GPU,2019-02-15,16,75,200,4400,1291,TSMC,NVIDIA,4597,533
Quadro P2200,GPU,2019-06-10,16,75,200,4400,1000,TSMC,NVIDIA,9486,971
GeForce GTX 1060 (Mobile),GPU,2016-08-15,16,80,200,4400,1404,TSMC,NVIDIA,8161,444
GeForce GTX 1060 with Max-Q Design,GPU,2017-06-27,16,80,200,4400,1063,TSMC,NVIDIA,7907,430
GeForce GTX 1060,GPU,2017-12-26,16,120,200,4400,1506,TSMC,NVIDIA,10070,762
GeForce GTX 1060,GPU,2018-01-05,16,120,200,4400,1506,TSMC,NVIDIA,10070,762
GeForce GTX 1060 3GB,GPU,2016-08-18,16,120,200,4400,1506,TSMC,NVIDIA,9728,779
GeForce GTX 1060 5GB,GPU,2017-04-20,16,120,200,4400,1506,TSMC,NVIDIA,8704,680
P106-100,GPU,2017-06-19,16,120,200,4400,1506,TSMC,NVIDIA,5967,339
T500,GPU,2020-12-02,12,18,200,4700,1365,TSMC,NVIDIA,3597,293
GeForce MX450,GPU,2020-08-15,12,25,200,4700,720,TSMC,NVIDIA,3743,295
GeForce GTX 1650,GPU,2019-04-23,12,30,200,4700,1020,TSMC,NVIDIA,7807,592
GeForce MX450,GPU,2020-08-25,12,31,200,4700,1395,TSMC,NVIDIA,3743,295
GeForce MX450,GPU,2020-08-25,12,31,200,4700,1035,TSMC,NVIDIA,3743,295
Quadro T2000,GPU,2019-05-27,12,40,200,4700,1200,TSMC,NVIDIA,7169,479
GeForce GTX 1650 (Mobile),GPU,2020-04-15,12,50,200,4700,1380,TSMC,NVIDIA,6969,384
GeForce GTX 1650 (Mobile),GPU,2019-04-23,12,50,200,4700,1395,TSMC,NVIDIA,6969,384
GeForce GTX 1650 Ti,GPU,2020-04-02,12,50,200,4700,1350,TSMC,NVIDIA,7490,399
GeForce GTX 1650 Ti with Max-Q Design,GPU,2020-04-15,12,50,200,4700,930,TSMC,NVIDIA,6342,338
GeForce GTX 1650 Ti with Max-Q Design,GPU,2020-04-02,12,50,200,4700,1035,TSMC,NVIDIA,6342,338
Quadro T1000,GPU,2019-05-27,12,50,200,4700,1395,TSMC,NVIDIA,6513,448
Quadro T1000 with Max-Q Design,GPU,2020-06-08,12,50,200,4700,1395,TSMC,NVIDIA,6589,412
Quadro T2000 with Max-Q Design,GPU,2019-05-27,12,60,200,4700,1575,TSMC,NVIDIA,6871,454
GeForce GTX 1650,GPU,2019-04-23,12,75,200,4700,1485,TSMC,NVIDIA,7807,592
GeForce GTX 1650 Ti,GPU,2020-04-01,12,75,200,4700,1410,TSMC,NVIDIA,7490,399
Radeon RX Vega 10,GPU,2017-10-26,14,10,210,4940,300,GF,AMD,1694,388
Radeon Vega 10 Mobile,GPU,2019-01-08,14,10,210,4940,300,GF,AMD,1465,338
Radeon Vega 3,GPU,2019-01-01,14,10,210,4940,300,GF,AMD,889,309
Radeon RX Vega 11,GPU,2019-07-07,14,15,210,4940,300,GF,AMD,2137,535
Radeon RX Vega 11,GPU,2019-10-22,14,15,210,4940,300,GF,AMD,2137,535
Radeon Vega 10 Mobile,GPU,2019-04-08,14,15,210,4940,300,GF,AMD,1465,338
Radeon Vega 10 Mobile,GPU,2019-01-06,14,15,210,4940,300,GF,AMD,1465,338
Radeon Vega 11,GPU,2019-09-30,14,15,210,4940,300,GF,AMD,1847,509
Radeon Vega 3,GPU,2019-11-20,14,15,210,4940,300,GF,AMD,889,309
Radeon Vega 3,GPU,2018-09-06,14,15,210,4940,300,GF,AMD,889,309
Radeon Vega 3,GPU,2018-02-13,14,15,210,4940,300,GF,AMD,889,309
Radeon Vega 3 Mobile,GPU,2019-01-06,14,15,210,4940,300,GF,AMD,1029,310
Radeon Vega 3 Mobile,GPU,2019-01-06,14,15,210,4940,300,GF,AMD,1029,310
Radeon Vega 3 Mobile,GPU,2020-01-06,14,15,210,4940,300,GF,AMD,1029,310
Radeon Vega 3 Mobile,GPU,2018-01-08,14,15,210,4940,300,GF,AMD,1029,310
Radeon Vega 8,GPU,2018-02-13,14,15,210,4940,300,GF,AMD,1593,421
Radeon Vega 8,GPU,2019-07-07,14,15,210,4940,300,GF,AMD,1593,421
Radeon Vega 8 Mobile,GPU,2019-01-06,14,15,210,4940,300,GF,AMD,1438,349
Radeon Vega 8 Mobile,GPU,2019-04-08,14,15,210,4940,300,GF,AMD,1438,349
Radeon Vega 9,GPU,2019-10-22,14,15,210,4940,300,GF,AMD,1669,442
Radeon RX Vega 11,GPU,2018-05-10,14,35,210,4940,300,GF,AMD,2137,535
Radeon RX Vega 11,GPU,2018-04-19,14,35,210,4940,300,GF,AMD,2137,535
Radeon Vega 11,GPU,2018-02-13,14,35,210,4940,300,GF,AMD,1847,509
Radeon Vega 8,GPU,2018-04-19,14,35,210,4940,300,GF,AMD,1593,421
Radeon Vega 8 Mobile,GPU,2019-01-08,14,35,210,4940,300,GF,AMD,1438,349
Radeon RX Vega 11,GPU,2018-02-12,14,65,210,4940,300,GF,AMD,2137,535
Radeon Vega 8,GPU,2018-02-12,14,65,210,4940,300,GF,AMD,1593,421
Radeon Vega 8 Mobile,GPU,2017-10-26,14,65,210,4940,300,GF,AMD,1438,349
Radeon Pro WX Vega M GL,GPU,2018-04-24,14,65,208,5000,931,GF,AMD,6049,777
Radeon RX Vega M GL,GPU,2018-02-01,14,65,208,5000,931,GF,AMD,3315,506
Radeon R9 M390X,GPU,2015-05-05,28,75,366,5000,723,TSMC,AMD,3021,507
Radeon R9 M395X,GPU,2015-05-05,28,75,366,5000,723,TSMC,AMD,4775,762
FirePro W7170M,GPU,2015-10-02,28,100,366,5000,723,TSMC,AMD,3162,418
Radeon RX Vega M GH,GPU,2018-02-01,14,100,208,5000,1063,GF,AMD,6734,833
FirePro S7150,GPU,2016-02-01,28,150,366,5000,920,TSMC,AMD,6276,866
FirePro W7100,GPU,2014-08-12,28,150,366,5000,920,TSMC,AMD,5175,667
Radeon R9 285,GPU,2014-09-02,28,190,366,5000,918,TSMC,AMD,6680,597
