Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,3D_Bench,2D_Bench
Radeon R9 380,GPU,2015-05-05,28,190,366,5000,918,TSMC,AMD,6275,675
Radeon R9 380,GPU,2015-06-18,28,190,366,5000,970,TSMC,AMD,6275,675
Radeon R9 380X,GPU,2015-11-19,28,190,366,5000,970,TSMC,AMD,6189,670
Radeon R9 285,GPU,NaT,28,200,366,5000,1002,TSMC,AMD,6680,597
Radeon R9 M295X,GPU,2014-11-23,28,250,366,5000,723,TSMC,AMD,5150,832
Radeon R9 M295X,GPU,2014-11-23,28,250,366,5000,850,TSMC,AMD,5150,832
Radeon R9 M395X,GPU,2015-05-05,28,250,366,5000,909,TSMC,AMD,4775,762
Radeon R9 M485X,GPU,2016-05-15,28,250,366,5000,723,TSMC,AMD,3204,492
FirePro S7150,GPU,2016-02-01,28,265,366,5000,1050,TSMC,AMD,6276,866
Quadro M3000M,GPU,2015-08-18,28,75,398,5200,1050,TSMC,NVIDIA,5678,432
Quadro M3000M,GPU,2016-10-02,28,75,398,5200,823,TSMC,NVIDIA,5678,432
GRID M6-8Q,GPU,2015-08-30,28,100,398,5200,722,TSMC,NVIDIA,3568,556
Quadro M4000M,GPU,2015-08-18,28,100,398,5200,975,TSMC,NVIDIA,6530,471
Quadro M5000M,GPU,2015-08-18,28,100,398,5200,975,TSMC,NVIDIA,6807,482
Tesla M6,GPU,2015-08-30,28,100,398,5200,930,TSMC,NVIDIA,7509,441
Quadro M4000,GPU,2015-06-29,28,120,398,5200,773,TSMC,NVIDIA,6644,689
GeForce GTX 970,GPU,2014-09-19,28,148,398,5200,1050,TSMC,NVIDIA,9688,781
GeForce GTX 980,GPU,2016-06-01,28,148,398,5200,1050,TSMC,NVIDIA,11237,815
Quadro M5000,GPU,2015-06-29,28,150,398,5200,861,TSMC,NVIDIA,9262,679
Quadro M5500,GPU,2016-04-08,28,150,398,5200,1140,TSMC,NVIDIA,7915,698
GeForce GTX 980,GPU,2014-09-19,28,165,398,5200,1127,TSMC,NVIDIA,11237,815
GRID M60-1Q,GPU,2015-08-30,28,225,398,5200,557,TSMC,NVIDIA,4251,211
GRID M60-2Q,GPU,2015-08-30,28,225,398,5200,557,TSMC,NVIDIA,4316,339
GRID M60-8Q,GPU,2015-08-30,28,225,398,5200,557,TSMC,NVIDIA,3884,618
Tesla M60,GPU,2015-08-30,28,300,398,5200,557,TSMC,NVIDIA,7771,563
Radeon Pro WX 5100,GPU,2016-11-18,14,75,232,5700,713,GF,AMD,5511,820
Radeon RX 570X,GPU,2017-12-10,14,85,232,5700,926,GF,AMD,1923,750
Radeon RX 480,GPU,2016-08-04,14,100,232,5700,1000,GF,AMD,8674,779
Radeon RX 580,GPU,2017-04-18,14,100,232,5700,1000,GF,AMD,8907,772
Radeon RX 580X,GPU,2018-04-11,14,100,232,5700,1000,GF,AMD,7798,885
Radeon RX 470/570,GPU,2016-08-04,14,120,232,5700,926,GF,AMD,8070,726
Radeon RX 470/570,GPU,2016-10-21,14,120,232,5700,926,GF,AMD,8070,726
Radeon Pro WX 7100,GPU,2016-11-10,14,130,232,5700,1188,GF,AMD,7822,787
Radeon Pro WX 7100,GPU,2017-03-01,14,130,232,5700,1188,GF,AMD,7822,787
Radeon Pro 570,GPU,2017-06-05,14,150,232,5700,1000,GF,AMD,6337,697
Radeon RX 480,GPU,2016-06-29,14,150,232,5700,1120,GF,AMD,8674,779
Radeon RX 560X,GPU,2019-03-13,14,150,232,5700,1074,GF,AMD,3181,487
Radeon RX 570X,GPU,2017-04-18,14,150,232,5700,1168,GF,AMD,1923,750
Radeon RX 570X,GPU,2018-04-11,14,150,232,5700,1168,GF,AMD,1923,750
Radeon RX 580,GPU,2016-06-29,14,150,232,5700,1120,GF,AMD,8907,772
Radeon RX 580 2048SP,GPU,2018-10-15,14,150,232,5700,1168,GF,AMD,7768,669
Radeon RX 590,GPU,2018-11-15,12,175,232,5700,1469,GF,AMD,9665,810
Radeon Pro 580,GPU,2017-06-05,14,185,232,5700,1100,GF,AMD,7753,943
Radeon Pro 580X,GPU,2019-03-18,14,185,232,5700,1100,GF,AMD,7540,698
Radeon RX 580,GPU,2017-04-18,14,185,232,5700,1257,GF,AMD,8907,772
Radeon RX 580X,GPU,2018-10-15,14,185,232,5700,1257,GF,AMD,7798,885
Radeon RX 580X,GPU,2018-04-11,14,185,232,5700,1257,GF,AMD,7798,885
Radeon Pro Duo,GPU,2017-04-24,14,250,232,5700,1243,GF,AMD,8324,715
FirePro W8100,GPU,2014-06-23,28,220,438,6200,824,TSMC,AMD,7327,759
FirePro S9050,GPU,2014-10-02,28,225,438,6200,824,TSMC,AMD,4901,369
FirePro S9000,GPU,2015-07-08,28,275,438,6200,930,TSMC,AMD,5059,561
FirePro W9100,GPU,2014-03-26,28,275,438,6200,930,TSMC,AMD,7719,790
Radeon R9 290,GPU,2013-11-05,28,275,438,6200,947,TSMC,AMD,8409,789
Radeon R9 390,GPU,2015-06-18,28,275,438,6200,1000,TSMC,AMD,9008,816
Radeon R9 390X,GPU,2015-06-18,28,275,438,6200,1050,TSMC,AMD,9503,840
Radeon R9 290X,GPU,2013-10-24,28,290,438,6200,1000,TSMC,AMD,8794,787
Radeon R9 295X2,GPU,2014-04-29,28,500,438,6200,1018,TSMC,AMD,8619,804
Radeon R9 290,GPU,2014-06-24,28,580,438,6200,1000,TSMC,AMD,8409,789
Radeon R9 390,GPU,2015-09-03,28,580,438,6200,1000,TSMC,AMD,9008,816
Radeon Pro 5300,GPU,2020-08-04,7,85,158,6400,1000,TSMC,AMD,7522,663
Radeon Pro 5300M,GPU,2019-11-13,7,85,158,6400,1000,TSMC,AMD,5840,636
Radeon Pro 5500M,GPU,2019-11-13,7,85,158,6400,1000,TSMC,AMD,6763,682
Radeon Pro W5500M,GPU,2020-02-10,7,85,158,6400,1000,TSMC,AMD,2010,533
Radeon RX 5300M,GPU,2019-11-13,7,85,158,6400,1000,TSMC,AMD,3562,366
Radeon RX 5500M,GPU,2019-10-07,7,85,158,6400,1375,TSMC,AMD,4010,414
Radeon RX 5300,GPU,2020-05-28,7,100,158,6400,1327,TSMC,AMD,7611,854
Radeon RX 5300,GPU,2019-10-07,7,100,158,6400,1670,TSMC,AMD,7611,854
Radeon RX 5500,GPU,2019-10-07,7,110,158,6400,1500,TSMC,AMD,8817,864
Radeon Pro 5500 XT,GPU,2020-08-04,7,125,158,6400,1187,TSMC,AMD,8298,628
Radeon Pro W5500,GPU,2020-02-10,7,125,158,6400,1744,TSMC,AMD,9269,896
Radeon RX 5500 XT,GPU,2019-12-12,7,130,158,6400,1607,TSMC,AMD,9188,824
GeForce GTX 1650 Ti,GPU,2020-04-23,12,50,284,6600,1350,TSMC,NVIDIA,7490,399
GeForce GTX 1650,GPU,2020-07-07,12,80,284,6600,1410,TSMC,NVIDIA,7807,592
GeForce GTX 1650 SUPER,GPU,2019-11-22,12,100,284,6600,1530,TSMC,NVIDIA,10032,761
GeForce GTX 1660,GPU,2019-03-14,12,120,284,6600,1530,TSMC,NVIDIA,11695,796
GeForce GTX 1660 Ti,GPU,2019-02-22,12,120,284,6600,1500,TSMC,NVIDIA,11794,702
GeForce GTX 1660 SUPER,GPU,2019-10-29,12,125,284,6600,1530,TSMC,NVIDIA,12732,823
Quadro K5200,GPU,2014-07-22,28,150,561,7080,667,TSMC,NVIDIA,5780,501
Quadro K6000,GPU,2013-07-23,28,225,561,7080,797,TSMC,NVIDIA,8108,556
Tesla K20m,GPU,2013-01-05,28,225,561,7080,706,TSMC,NVIDIA,5675,377
Tesla K20m,GPU,2012-11-12,28,225,561,7080,706,TSMC,NVIDIA,5675,377
Tesla K20m,GPU,2012-11-12,28,235,561,7080,732,TSMC,NVIDIA,5675,377
Tesla K20Xm,GPU,2012-11-12,28,235,561,7080,732,TSMC,NVIDIA,5428,329
Quadro K6000,GPU,2013-07-23,28,239,561,7080,902,TSMC,NVIDIA,8108,556
Tesla K40m,GPU,2013-11-22,28,245,561,7080,745,TSMC,NVIDIA,705,21
GeForce GTX 780,GPU,2013-09-10,28,250,561,7080,863,TSMC,NVIDIA,8022,601
GeForce GTX 780,GPU,2013-05-23,28,250,561,7080,863,TSMC,NVIDIA,8022,601
GeForce GTX 780 Ti,GPU,2013-11-07,28,250,561,7080,875,TSMC,NVIDIA,9312,626
GeForce GTX 780 Ti,GPU,NaT,28,250,561,7080,875,TSMC,NVIDIA,9312,626
GeForce GTX TITAN,GPU,2013-02-19,28,250,561,7080,836,TSMC,NVIDIA,8556,660
GeForce GTX TITAN BLACK,GPU,2014-02-18,28,250,561,7080,889,TSMC,NVIDIA,9140,616
GeForce GTX TITAN Z,GPU,2014-05-28,28,375,561,7080,705,TSMC,NVIDIA,9189,648
Quadro P3000,GPU,2017-01-11,16,75,314,7200,1088,TSMC,NVIDIA,6572,461
Quadro P3200,GPU,2018-02-21,16,75,314,7200,1328,TSMC,NVIDIA,8663,510
Quadro P3200 with Max-Q Design,GPU,2018-02-21,16,75,314,7200,1139,TSMC,NVIDIA,9242,557
Quadro P4000 with Max-Q Design,GPU,2017-01-11,16,100,314,7200,1114,TSMC,NVIDIA,9083,700
Quadro P4000 with Max-Q Design,GPU,2017-01-11,16,100,314,7200,1227,TSMC,NVIDIA,9083,700
Quadro P4200 with Max-Q Design,GPU,2018-02-21,16,100,314,7200,1227,TSMC,NVIDIA,11869,583
Quadro P5000,GPU,2017-01-11,16,100,314,7200,1278,TSMC,NVIDIA,11976,701
Quadro P5200,GPU,2018-02-21,16,100,314,7200,1557,TSMC,NVIDIA,12144,667
Quadro P5200 with Max-Q Design,GPU,2018-02-21,16,100,314,7200,1316,TSMC,NVIDIA,12323,581
Quadro P4000,GPU,2017-02-06,16,105,314,7200,1202,TSMC,NVIDIA,11422,820
GeForce GTX 1070,GPU,2017-06-27,16,115,314,7200,1215,TSMC,NVIDIA,13482,857
GeForce GTX 1060,GPU,2018-10-18,16,120,314,7200,1506,TSMC,NVIDIA,10070,762
GeForce GTX 1060,GPU,2018-03-08,16,120,314,7200,1506,TSMC,NVIDIA,10070,762
GeForce GTX 1060,GPU,NaT,16,120,314,7200,1506,TSMC,NVIDIA,10070,762
GeForce GTX 1060 3GB,GPU,2016-12-25,16,120,314,7200,1506,TSMC,NVIDIA,9728,779
GeForce GTX 1070 (Mobile),GPU,2016-08-15,16,120,314,7200,1442,TSMC,NVIDIA,10465,603
GeForce GTX 1070,GPU,2016-06-10,16,150,314,7200,1506,TSMC,NVIDIA,13482,857
GeForce GTX 1070,GPU,2018-12-04,16,150,314,7200,1506,TSMC,NVIDIA,13482,857
GeForce GTX 1080,GPU,2017-06-27,16,150,314,7200,1290,TSMC,NVIDIA,15265,890
GeForce GTX 1080 with Max-Q Design,GPU,2016-08-15,16,150,314,7200,1556,TSMC,NVIDIA,11507,731
GeForce GTX 1070 Ti,GPU,2017-11-02,16,180,314,7200,1607,TSMC,NVIDIA,14500,877
GeForce GTX 1080,GPU,2017-04-20,16,180,314,7200,1607,TSMC,NVIDIA,15265,890
GeForce GTX 1080,GPU,2016-05-27,16,180,314,7200,1607,TSMC,NVIDIA,15265,890
Quadro P5000,GPU,2016-10-01,16,180,314,7200,1607,TSMC,NVIDIA,11976,701
GeForce GTX 980 Ti,GPU,2015-06-02,28,250,601,8000,1000,TSMC,NVIDIA,13864,854
GeForce GTX TITAN X,GPU,2015-03-17,28,250,601,8000,1000,TSMC,NVIDIA,13173,843
Quadro M6000,GPU,2015-03-21,28,250,601,8000,988,TSMC,NVIDIA,11397,788
Quadro M6000,GPU,2016-03-05,28,250,601,8000,988,TSMC,NVIDIA,11397,788
Tesla M40,GPU,2015-11-10,28,250,601,8000,948,TSMC,NVIDIA,10117,364
Radeon R9 FURY,GPU,2015-07-10,28,275,596,8900,1000,TSMC,AMD,9551,791
Radeon R9 FURY X,GPU,2015-06-24,28,275,596,8900,1050,TSMC,AMD,10088,875
Radeon Pro Duo,GPU,2016-04-26,28,350,596,8900,1000,TSMC,AMD,8324,715
Radeon Vega 8,GPU,2021-01-12,7,45,156,9800,300,TSMC,AMD,1593,421
Radeon Vega 8 Mobile,GPU,2021-01-12,7,45,156,9800,300,TSMC,AMD,1438,349
Radeon Pro 5700,GPU,2020-08-04,7,130,251,10300,1243,TSMC,AMD,11844,829
Radeon Pro 5700 XT,GPU,2020-08-04,7,130,251,10300,1243,TSMC,AMD,12537,831
Radeon RX 5600,GPU,2020-01-21,7,150,251,10300,1130,TSMC,AMD,11030,935
Radeon RX 5600 XT,GPU,2020-01-21,7,150,251,10300,1130,TSMC,AMD,13836,914
Radeon RX 5600M,GPU,2020-07-07,7,150,251,10300,1035,TSMC,AMD,7157,537
Radeon Pro 5700,GPU,2020-01-01,7,180,251,10300,1465,TSMC,AMD,11844,829
Radeon RX 5700,GPU,2019-07-07,7,180,251,10300,1465,TSMC,AMD,14729,926
Radeon Pro W5700,GPU,2019-11-19,7,205,251,10300,1400,TSMC,AMD,15085,908
Radeon RX 5700 XT,GPU,2019-07-07,7,225,251,10300,1605,TSMC,AMD,16892,955
Radeon RX 5700 XT 50th Anniversary,GPU,2019-07-07,7,225,251,10300,1680,TSMC,AMD,16650,965
Quadro RTX 3000,GPU,2019-05-27,12,60,445,10800,600,TSMC,NVIDIA,11122,533
GeForce RTX 2060,GPU,2020-01-29,12,65,445,10800,975,TSMC,NVIDIA,13953,752
GeForce RTX 2060,GPU,2019-01-29,12,65,445,10800,1005,TSMC,NVIDIA,13953,752
Quadro RTX 3000 with Max-Q Design,GPU,2019-05-27,12,80,445,10800,945,TSMC,NVIDIA,8754,350
GeForce GTX 1650,GPU,2020-06-18,12,90,445,10800,1410,TSMC,NVIDIA,7807,592
GeForce RTX 2070 with Max-Q Design,GPU,2019-01-29,12,90,445,10800,885,TSMC,NVIDIA,12062,506
GeForce RTX 2060,GPU,2019-01-29,12,115,445,10800,960,TSMC,NVIDIA,13953,752
GeForce RTX 2070,GPU,2020-03-04,12,115,445,10800,900,TSMC,NVIDIA,16079,833
GeForce RTX 2070 (Mobile),GPU,2019-01-29,12,115,445,10800,1215,TSMC,NVIDIA,12354,601
GeForce RTX 2070 (Mobile),GPU,2020-03-04,12,115,445,10800,1260,TSMC,NVIDIA,12354,601
GeForce RTX 2060,GPU,2019-01-07,12,160,445,10800,1365,TSMC,NVIDIA,13953,752
GeForce RTX 2060 SUPER,GPU,2019-07-09,12,175,445,10800,1470,TSMC,NVIDIA,16514,881
GeForce RTX 2070,GPU,2018-10-17,12,175,445,10800,1410,TSMC,NVIDIA,16079,833
GeForce GTX 1080 Ti,GPU,2017-03-10,16,250,471,11800,1481,TSMC,NVIDIA,18284,934
GeForce GTX 1080 Ti,GPU,NaT,16,250,471,11800,1557,TSMC,NVIDIA,18284,934
P106-100,GPU,2018-01-01,16,250,471,11800,1557,TSMC,NVIDIA,5967,339
Quadro P6000,GPU,2016-10-01,16,250,471,11800,1506,TSMC,NVIDIA,15811,773
TITAN Xp,GPU,2016-08-02,16,250,471,11800,1417,TSMC,NVIDIA,19508,992
TITAN Xp,GPU,2017-04-06,16,250,471,11800,1405,TSMC,NVIDIA,19508,992
Radeon RX Vega 56,GPU,2018-06-01,14,120,495,12500,1138,GF,AMD,13636,784
Radeon Pro Vega 56,GPU,2017-08-14,14,210,495,12500,1138,GF,AMD,12386,860
Radeon RX Vega 56,GPU,2017-08-14,14,210,495,12500,1156,GF,AMD,13636,784
Radeon Pro V340 MxGPU,GPU,2018-08-26,14,230,495,12500,852,GF,AMD,2853,118
Radeon Pro WX 8200,GPU,2018-08-13,14,230,495,12500,1200,GF,AMD,14110,824
Radeon Pro WX 9100,GPU,2017-07-10,14,230,495,12500,1200,GF,AMD,13241,772
Radeon Pro Vega 64,GPU,2017-06-27,14,250,495,12500,1250,GF,AMD,12402,836
Radeon Pro Vega 64X,GPU,2019-03-19,14,250,495,12500,1250,GF,AMD,14630,948
Radeon Pro SSG,GPU,2017-08-08,14,260,495,12500,1440,GF,AMD,10498,601
Radeon RX Vega 64,GPU,2017-08-07,14,295,495,12500,1247,GF,AMD,14636,810
Radeon Instinct MI25 MxGPU,GPU,2017-06-27,14,300,495,12500,1400,GF,AMD,10466,727
Radeon Vega Frontier Edition,GPU,2017-06-27,14,300,495,12500,1382,GF,AMD,13748,753
Radeon RX Vega 64,GPU,2017-08-07,14,345,495,12500,1406,GF,AMD,14636,810
Radeon Vega Frontier Edition,GPU,2017-07-13,14,375,495,12500,1382,GF,AMD,13748,753
Radeon Pro VII,GPU,2020-05-13,7,250,331,13230,1400,TSMC,AMD,16853,720
Radeon VII,GPU,2019-02-07,7,295,331,13230,1400,TSMC,AMD,16767,788
Radeon Pro Vega II,GPU,2019-06-03,7,475,331,13230,1574,TSMC,AMD,14738,827
Radeon Pro Vega II,GPU,NaT,7,475,331,13230,1400,TSMC,AMD,14738,827
GeForce RTX 3060 Laptop GPU,GPU,2021-01-12,8,60,276,13250,817,Samsung,NVIDIA,12674,551
GeForce RTX 3060,GPU,2021-01-12,8,80,276,13250,900,Samsung,NVIDIA,16958,951
GeForce RTX 3060,GPU,2021-01-12,8,170,276,13250,1320,Samsung,NVIDIA,16958,951
Tesla T4,GPU,2018-09-13,12,70,545,13600,585,TSMC,NVIDIA,11113,567
GeForce RTX 2080 Super with Max-Q Design,GPU,2020-04-02,12,80,545,13600,735,TSMC,NVIDIA,14020,622
Quadro RTX 4000,GPU,2019-05-27,12,80,545,13600,780,TSMC,NVIDIA,15515,904
Quadro RTX 5000 with Max-Q Design,GPU,2019-05-27,12,80,545,13600,600,TSMC,NVIDIA,13893,606
GeForce RTX 2080 with Max-Q Design,GPU,2019-01-29,12,90,545,13600,735,TSMC,NVIDIA,13681,574
Quadro RTX 4000 (Mobile),GPU,2019-05-27,12,110,545,13600,1110,TSMC,NVIDIA,13008,588
Quadro RTX 5000,GPU,2020-06-08,12,110,545,13600,1035,TSMC,NVIDIA,16260,763
Quadro RTX 5000 (Mobile),GPU,2019-05-27,12,110,545,13600,1035,TSMC,NVIDIA,14832,705
GeForce RTX 2070 SUPER,GPU,2020-04-02,12,115,545,13600,1140,TSMC,NVIDIA,18168,896
GeForce RTX 2080 Super with Max-Q Design,GPU,2020-04-02,12,150,545,13600,1365,TSMC,NVIDIA,14020,622
GeForce RTX 2080 with Max-Q Design,GPU,2019-01-29,12,150,545,13600,1380,TSMC,NVIDIA,13681,574
GeForce RTX 2060,GPU,2020-01-10,12,160,545,13600,1365,TSMC,NVIDIA,13953,752
Quadro RTX 4000,GPU,2018-11-13,12,160,545,13600,1005,TSMC,NVIDIA,15515,904
GeForce RTX 2070 SUPER,GPU,2019-07-09,12,215,545,13600,1605,TSMC,NVIDIA,18168,896
GeForce RTX 2080,GPU,2018-09-20,12,215,545,13600,1515,TSMC,NVIDIA,18732,917
Quadro RTX 5000,GPU,2018-08-13,12,230,545,13600,1620,TSMC,NVIDIA,16260,763
GeForce RTX 2080 SUPER,GPU,2019-07-23,12,250,545,13600,1650,TSMC,NVIDIA,19519,934
Quadro GP100,GPU,2016-10-01,16,235,610,15300,1304,TSMC,NVIDIA,16203,858
Tesla P100-PCIE-16GB,GPU,2016-06-20,16,250,610,15300,1190,TSMC,NVIDIA,7225,572
Radeon RX 6700M,GPU,NaT,7,180,335,17200,1489,TSMC,AMD,11499,550
Radeon RX 6700S,GPU,2021-01-01,7,180,335,17200,1489,TSMC,AMD,11989,829
Radeon RX 6700 XT,GPU,2021-03-03,7,230,335,17200,2321,TSMC,AMD,18993,1014
Radeon RX 6800M,GPU,2021-01-01,7,230,335,17200,2321,TSMC,AMD,9012,643
GeForce RTX 3070 Laptop GPU,GPU,2021-01-12,8,80,392,17400,780,Samsung,NVIDIA,15231,651
GeForce RTX 3080 Laptop GPU,GPU,2021-01-12,8,80,392,17400,780,Samsung,NVIDIA,16522,662
GeForce RTX 3070 Laptop GPU,GPU,2021-01-12,8,115,392,17400,1110,Samsung,NVIDIA,15231,651
GeForce RTX 3080 Laptop GPU,GPU,2021-01-12,8,115,392,17400,1110,Samsung,NVIDIA,16522,662
RTX A4000,GPU,2021-04-12,8,140,392,17400,735,Samsung,NVIDIA,18988,938
GeForce RTX 3060 Ti,GPU,2020-12-01,8,200,392,17400,1410,Samsung,NVIDIA,20206,961
GeForce RTX 3070 Ti,GPU,2021-01-01,8,200,392,17400,1575,Samsung,NVIDIA,23367,1003
GeForce RTX 3070,GPU,2020-09-01,8,220,392,17400,1500,Samsung,NVIDIA,22093,969
GeForce RTX 2080 Ti,GPU,2018-09-20,12,250,754,18600,1350,TSMC,NVIDIA,21796,940
Quadro RTX 6000,GPU,2018-08-13,12,260,754,18600,1305,TSMC,NVIDIA,19692,837
Quadro RTX 6000,GPU,2018-08-13,12,260,754,18600,1440,TSMC,NVIDIA,19692,837
Quadro RTX 8000,GPU,2018-08-13,12,260,754,18600,1395,TSMC,NVIDIA,19126,801
Quadro RTX 8000,GPU,2018-08-13,12,260,754,18600,1230,TSMC,NVIDIA,19126,801
TITAN RTX,GPU,2018-12-18,12,280,754,18600,1350,TSMC,NVIDIA,20169,844
Quadro GV100,GPU,2018-03-27,12,250,815,21100,1132,TSMC,NVIDIA,17675,841
Tesla V100-SXM2-16GB,GPU,2018-03-27,12,250,815,21100,1290,TSMC,NVIDIA,16235,406
Tesla V100-SXM2-16GB,GPU,2019-11-26,12,250,815,21100,1245,TSMC,NVIDIA,16235,406
Tesla V100-SXM2-16GB,GPU,2017-06-21,12,250,815,21100,1312,TSMC,NVIDIA,16235,406
TITAN V,GPU,2017-12-07,12,250,815,21100,1200,TSMC,NVIDIA,18816,845
TITAN V CEO Edition,GPU,2018-06-21,12,250,815,21100,1200,TSMC,NVIDIA,16988,1086
Radeon RX 6800,GPU,2020-10-28,7,250,520,26800,1700,TSMC,AMD,20667,1030
Radeon RX 6800 XT,GPU,2020-10-28,7,300,520,26800,1825,TSMC,AMD,23364,1078
Radeon RX 6900 XT,GPU,2020-10-28,7,300,520,26800,1825,TSMC,AMD,25458,1102
RTX A5000,GPU,2021-04-12,8,230,628,28300,1170,Samsung,NVIDIA,22867,984
RTX A6000,GPU,2020-10-05,8,300,628,28300,1455,Samsung,NVIDIA,22122,832
GeForce RTX 3080,GPU,2020-09-01,8,320,628,28300,1440,Samsung,NVIDIA,24853,1003
GeForce RTX 3080 Ti,GPU,NaT,8,350,628,28300,1365,Samsung,NVIDIA,26887,1031
GeForce RTX 3090,GPU,2020-09-01,8,350,628,28300,1395,Samsung,NVIDIA,26395,999